"site_code";"siteid";"assetnum";"asset_group";"asset_desc";"machine_loading";"part_num";"oper_num";"asset_net_avail_time";"ideal_cycle_time";"fw";"fy";"fiscal_wk_begin";"fiscal_wk_end";"qty_claimed";"qty_noncf";"down_time_min"
"AUB";"AUAL";"au-magerle002";"au-magerle002";"";1;"4124T31P12";"25";10080;6;36;2016;"2016-09-05 00:00:00";"2016-09-11 00:00:00";1962;2;0
"AUB";"AUAL";"au-magerle002";"au-magerle002";"";1;"4124T31P12";"25";10080;6;4;2017;"2017-01-23 00:00:00";"2017-01-29 00:00:00";432;10;0
"AUB";"AUAL";"au-magerle002";"au-magerle002";"";1;"4124T31P12";"25";10080;6;41;2016;"2016-10-10 00:00:00";"2016-10-16 00:00:00";2532;58;0
"AUB";"AUAL";"au-magerle002";"au-magerle002";"";1;"4124T31P12";"25";10080;6;51;2016;"2016-12-19 00:00:00";"2016-12-25 00:00:00";1758;10;0
"AUB";"AUAL";"au-magerle002";"au-magerle002";"";1;"4124T31P12";"25";10080;6;44;2016;"2016-10-31 00:00:00";"2016-11-06 00:00:00";2838;28;0
"AUB";"AUAL";"au-magerle002";"au-magerle002";"";1;"4124T31P12";"25";10080;6;50;2016;"2016-12-12 00:00:00";"2016-12-18 00:00:00";2418;12;0
"AUB";"AUAL";"au-magerle002";"au-magerle002";"";1;"4124T31P12";"25";10080;6;3;2017;"2017-01-16 00:00:00";"2017-01-22 00:00:00";1884;24;0
"AUB";"AUAL";"au-magerle002";"au-magerle002";"";1;"4124T31P12";"25";10080;6;35;2016;"2016-08-29 00:00:00";"2016-09-04 00:00:00";1446;0;0
"AUB";"AUAL";"au-magerle002";"au-magerle002";"";1;"4124T31P12";"25";10080;6;49;2016;"2016-12-05 00:00:00";"2016-12-11 00:00:00";3154;14;0
"AUB";"AUAL";"au-magerle002";"au-magerle002";"";1;"4124T31P12";"25";10080;6;1;2017;"2017-01-02 00:00:00";"2017-01-08 00:00:00";2698;42;0
"AUB";"AUAL";"au-magerle002";"au-magerle002";"";1;"4124T31P12";"25";10080;6;37;2016;"2016-09-12 00:00:00";"2016-09-18 00:00:00";2680;26;0
"AUB";"AUAL";"au-magerle002";"au-magerle002";"";1;"4124T31P12";"25";10080;6;40;2016;"2016-10-03 00:00:00";"2016-10-09 00:00:00";2906;14;0
"AUB";"AUAL";"au-magerle002";"au-magerle002";"";1;"4124T31P12";"25";10080;6;43;2016;"2016-10-24 00:00:00";"2016-10-30 00:00:00";2748;48;0
"AUB";"AUAL";"au-magerle002";"au-magerle002";"";1;"4124T31P12";"25";10080;6;38;2016;"2016-09-19 00:00:00";"2016-09-25 00:00:00";3124;24;0
"AUB";"AUAL";"au-magerle002";"au-magerle002";"";1;"4124T31P12";"25";10080;6;48;2016;"2016-11-28 00:00:00";"2016-12-04 00:00:00";2388;12;0
"AUB";"AUAL";"au-magerle002";"au-magerle002";"";1;"4124T31P12";"25";10080;6;45;2016;"2016-11-07 00:00:00";"2016-11-13 00:00:00";1878;38;0
"AUB";"AUAL";"au-magerle002";"au-magerle002";"";1;"4124T31P12";"25";10080;6;46;2016;"2016-11-14 00:00:00";"2016-11-20 00:00:00";2424;98;0
"AUB";"AUAL";"au-magerle002";"au-magerle002";"";1;"4124T31P12";"25";10080;6;39;2016;"2016-09-26 00:00:00";"2016-10-02 00:00:00";1820;32;0
"AUB";"AUAL";"au-magerle002";"au-magerle002";"";1;"4124T31P12";"25";10080;6;2;2017;"2017-01-09 00:00:00";"2017-01-15 00:00:00";3652;26;0
"AUB";"AUAL";"au-magerle002";"au-magerle002";"";1;"4124T31P12";"25";10080;6;47;2016;"2016-11-21 00:00:00";"2016-11-27 00:00:00";1266;46;0
"AUB";"AUAL";"au-magerle002";"au-magerle002";"";1;"4124T31P12";"25";10080;6;42;2016;"2016-10-17 00:00:00";"2016-10-23 00:00:00";2538;28;0
"GNV";"GNSC";"GN172659";"GENx EDM - OP50";"Current EDM CT500F";0.029411765;"2383M53P08";"50";6120;90;42;2016;"2016-10-17 00:00:00";"2016-10-23 00:00:00";662;8;0
"GNV";"GNSC";"GN172659";"GENx EDM - OP50";"Current EDM CT500F";0.029411765;"2383M53P09";"50";6120;90;42;2016;"2016-10-17 00:00:00";"2016-10-23 00:00:00";96;8;0
"GNV";"GNSC";"GN171710";"GENx EDM - OP50";"Current EDM CT500F";0.029411765;"2383M53P08";"50";6120;90;42;2016;"2016-10-17 00:00:00";"2016-10-23 00:00:00";662;8;0
"GNV";"GNSC";"GN171710";"GENx EDM - OP50";"Current EDM CT500F";0.029411765;"2383M53P09";"50";6120;90;42;2016;"2016-10-17 00:00:00";"2016-10-23 00:00:00";96;8;0
"GNV";"GNSC";"GN171710";"GENx EDM - OP50";"Current EDM CT500F";0.029411765;"2383M53P08";"50";6120;90;10;2016;"2016-03-07 00:00:00";"2016-03-13 00:00:00";496;0;0
"GNV";"GNSC";"GN171710";"GENx EDM - OP50";"Current EDM CT500F";0.029411765;"2383M53P09";"50";6120;90;10;2016;"2016-03-07 00:00:00";"2016-03-13 00:00:00";530;6;0
"GNV";"GNSC";"GN172266";"GENx EDM - OP50";"Current EDM CT500F";0.029411765;"2383M53P09";"50";6120;90;10;2016;"2016-03-07 00:00:00";"2016-03-13 00:00:00";530;6;34
"GNV";"GNSC";"GN174138";"GENx EDM - OP50";"Current EDM CT500F";0.029411765;"2383M53P08";"50";6120;90;10;2016;"2016-03-07 00:00:00";"2016-03-13 00:00:00";496;0;0
"GNV";"GNSC";"GN172266";"GENx EDM - OP50";"Current EDM CT500F";0.029411765;"2383M53P08";"50";6120;90;10;2016;"2016-03-07 00:00:00";"2016-03-13 00:00:00";496;0;34
"GNV";"GNSC";"GN174138";"GENx EDM - OP50";"Current EDM CT500F";0.029411765;"2383M53P09";"50";6120;90;10;2016;"2016-03-07 00:00:00";"2016-03-13 00:00:00";530;6;0
"GNV";"GNSC";"GN174138";"GENx EDM - OP50";"Current EDM CT500F";0.029411765;"2383M53P09";"50";6120;90;42;2016;"2016-10-17 00:00:00";"2016-10-23 00:00:00";96;8;0
"GNV";"GNSC";"GN174138";"GENx EDM - OP50";"Current EDM CT500F";0.029411765;"2383M53P08";"50";6120;90;42;2016;"2016-10-17 00:00:00";"2016-10-23 00:00:00";662;8;0
"GNV";"GNSC";"GN172266";"GENx EDM - OP50";"Current EDM CT500F";0.029411765;"2383M53P08";"50";6120;90;42;2016;"2016-10-17 00:00:00";"2016-10-23 00:00:00";662;8;104
"GNV";"GNSC";"GN172266";"GENx EDM - OP50";"Current EDM CT500F";0.029411765;"2383M53P09";"50";6120;90;42;2016;"2016-10-17 00:00:00";"2016-10-23 00:00:00";96;8;104
"GNV";"GNSC";"GN171713";"GENx EDM - OP50";"Current EDM CT500F";0.029411765;"2383M53P08";"50";6120;90;42;2016;"2016-10-17 00:00:00";"2016-10-23 00:00:00";662;8;0
"GNV";"GNSC";"GN171713";"GENx EDM - OP50";"Current EDM CT500F";0.029411765;"2383M53P09";"50";6120;90;42;2016;"2016-10-17 00:00:00";"2016-10-23 00:00:00";96;8;0
"GNV";"GNSC";"GN171713";"GENx EDM - OP50";"Current EDM CT500F";0.029411765;"2383M53P09";"50";6120;90;10;2016;"2016-03-07 00:00:00";"2016-03-13 00:00:00";530;6;0
"GNV";"GNSC";"GN171713";"GENx EDM - OP50";"Current EDM CT500F";0.029411765;"2383M53P08";"50";6120;90;10;2016;"2016-03-07 00:00:00";"2016-03-13 00:00:00";496;0;0
"GNV";"GNSC";"GN174134";"GENx EDM - OP50";"Current EDM CT500F";0.029411765;"2383M53P09";"50";6120;90;10;2016;"2016-03-07 00:00:00";"2016-03-13 00:00:00";530;6;0
"GNV";"GNSC";"GN174134";"GENx EDM - OP50";"Current EDM CT500F";0.029411765;"2383M53P08";"50";6120;90;10;2016;"2016-03-07 00:00:00";"2016-03-13 00:00:00";496;0;0
"GNV";"GNSC";"GN174134";"GENx EDM - OP50";"Current EDM CT500F";0.029411765;"2383M53P08";"50";6120;90;42;2016;"2016-10-17 00:00:00";"2016-10-23 00:00:00";662;8;0
"GNV";"GNSC";"GN174134";"GENx EDM - OP50";"Current EDM CT500F";0.029411765;"2383M53P09";"50";6120;90;42;2016;"2016-10-17 00:00:00";"2016-10-23 00:00:00";96;8;0
"GNV";"GNSC";"GN171017";"M96 Grind";"WASTE WATER  SUMP ( waterflow sink GN172301)";1;"2100M96P05";"150";6120;5;10;2016;"2016-03-07 00:00:00";"2016-03-13 00:00:00";7144;44;0
"GNV";"GNSC";"GN171017";"M96 Grind";"WASTE WATER  SUMP ( waterflow sink GN172301)";1;"2100M96P05";"150";6120;5;42;2016;"2016-10-17 00:00:00";"2016-10-23 00:00:00";8144;56;0
"GNV";"GNSC";"GN171715";"GENx EDM - OP50";"Current EDM CT500F";0.029411765;"2383M53P09";"50";6120;90;10;2016;"2016-03-07 00:00:00";"2016-03-13 00:00:00";530;6;0
"GNV";"GNSC";"GN171715";"GENx EDM - OP50";"Current EDM CT500F";0.029411765;"2383M53P08";"50";6120;90;10;2016;"2016-03-07 00:00:00";"2016-03-13 00:00:00";496;0;0
"GNV";"GNSC";"GN171715";"GENx EDM - OP50";"Current EDM CT500F";0.029411765;"2383M53P08";"50";6120;90;42;2016;"2016-10-17 00:00:00";"2016-10-23 00:00:00";662;8;0
"GNV";"GNSC";"GN171715";"GENx EDM - OP50";"Current EDM CT500F";0.029411765;"2383M53P09";"50";6120;90;42;2016;"2016-10-17 00:00:00";"2016-10-23 00:00:00";96;8;0
"GNV";"GNSC";"GN171052";"GENx EDM - OP50";"Current EDM CT500F";0.029411765;"2383M53P08";"50";6120;90;10;2016;"2016-03-07 00:00:00";"2016-03-13 00:00:00";496;0;0
"GNV";"GNSC";"GN171052";"GENx EDM - OP50";"Current EDM CT500F";0.029411765;"2383M53P09";"50";6120;90;10;2016;"2016-03-07 00:00:00";"2016-03-13 00:00:00";530;6;0
"GNV";"GNSC";"GN171052";"GENx EDM - OP50";"Current EDM CT500F";0.029411765;"2383M53P09";"50";6120;90;42;2016;"2016-10-17 00:00:00";"2016-10-23 00:00:00";96;8;0
"GNV";"GNSC";"GN171052";"GENx EDM - OP50";"Current EDM CT500F";0.029411765;"2383M53P08";"50";6120;90;42;2016;"2016-10-17 00:00:00";"2016-10-23 00:00:00";662;8;0
"GNV";"GNSC";"GN174136";"GENx EDM - OP50";"Current EDM CT500F";0.029411765;"2383M53P09";"50";6120;90;42;2016;"2016-10-17 00:00:00";"2016-10-23 00:00:00";96;8;0
"GNV";"GNSC";"GN174136";"GENx EDM - OP50";"Current EDM CT500F";0.029411765;"2383M53P08";"50";6120;90;42;2016;"2016-10-17 00:00:00";"2016-10-23 00:00:00";662;8;0
"GNV";"GNSC";"GN174136";"GENx EDM - OP50";"Current EDM CT500F";0.029411765;"2383M53P09";"50";6120;90;10;2016;"2016-03-07 00:00:00";"2016-03-13 00:00:00";530;6;25
"GNV";"GNSC";"GN174136";"GENx EDM - OP50";"Current EDM CT500F";0.029411765;"2383M53P08";"50";6120;90;10;2016;"2016-03-07 00:00:00";"2016-03-13 00:00:00";496;0;25
"GNV";"GNSC";"GN174092";"GENx EDM - OP50";"Current EDM CT500F";0.029411765;"2383M53P08";"50";6120;90;10;2016;"2016-03-07 00:00:00";"2016-03-13 00:00:00";496;0;0
"GNV";"GNSC";"GN174092";"GENx EDM - OP50";"Current EDM CT500F";0.029411765;"2383M53P09";"50";6120;90;10;2016;"2016-03-07 00:00:00";"2016-03-13 00:00:00";530;6;0
"GNV";"GNSC";"GN174092";"GENx EDM - OP50";"Current EDM CT500F";0.029411765;"2383M53P09";"50";6120;90;42;2016;"2016-10-17 00:00:00";"2016-10-23 00:00:00";96;8;0
"GNV";"GNSC";"GN174092";"GENx EDM - OP50";"Current EDM CT500F";0.029411765;"2383M53P08";"50";6120;90;42;2016;"2016-10-17 00:00:00";"2016-10-23 00:00:00";662;8;0
"GNV";"GNSC";"GN172663";"GENx EDM - OP50";"Current EDM CT500F";0.029411765;"2383M53P09";"50";6120;90;42;2016;"2016-10-17 00:00:00";"2016-10-23 00:00:00";96;8;0
"GNV";"GNSC";"GN172663";"GENx EDM - OP50";"Current EDM CT500F";0.029411765;"2383M53P08";"50";6120;90;42;2016;"2016-10-17 00:00:00";"2016-10-23 00:00:00";662;8;0
"GNV";"GNSC";"GN172663";"GENx EDM - OP50";"Current EDM CT500F";0.029411765;"2383M53P09";"50";6120;90;10;2016;"2016-03-07 00:00:00";"2016-03-13 00:00:00";530;6;0
"GNV";"GNSC";"GN172663";"GENx EDM - OP50";"Current EDM CT500F";0.029411765;"2383M53P08";"50";6120;90;10;2016;"2016-03-07 00:00:00";"2016-03-13 00:00:00";496;0;0
"GNV";"GNSC";"GN171695";"GENx EDM - OP50";"Current EDM CT500F";0.029411765;"2383M53P08";"50";6120;90;42;2016;"2016-10-17 00:00:00";"2016-10-23 00:00:00";662;8;0
"GNV";"GNSC";"GN171695";"GENx EDM - OP50";"Current EDM CT500F";0.029411765;"2383M53P09";"50";6120;90;42;2016;"2016-10-17 00:00:00";"2016-10-23 00:00:00";96;8;0
"GNV";"GNSC";"GN171695";"GENx EDM - OP50";"Current EDM CT500F";0.029411765;"2383M53P08";"50";6120;90;10;2016;"2016-03-07 00:00:00";"2016-03-13 00:00:00";496;0;0
"GNV";"GNSC";"GN171695";"GENx EDM - OP50";"Current EDM CT500F";0.029411765;"2383M53P09";"50";6120;90;10;2016;"2016-03-07 00:00:00";"2016-03-13 00:00:00";530;6;0
"GNV";"GNSC";"GN174139";"GENx EDM - OP50";"Current EDM CT500F";0.029411765;"2383M53P09";"50";6120;90;42;2016;"2016-10-17 00:00:00";"2016-10-23 00:00:00";96;8;0
"GNV";"GNSC";"GN174139";"GENx EDM - OP50";"Current EDM CT500F";0.029411765;"2383M53P08";"50";6120;90;10;2016;"2016-03-07 00:00:00";"2016-03-13 00:00:00";496;0;0
"GNV";"GNSC";"GN174139";"GENx EDM - OP50";"Current EDM CT500F";0.029411765;"2383M53P08";"50";6120;90;42;2016;"2016-10-17 00:00:00";"2016-10-23 00:00:00";662;8;0
"GNV";"GNSC";"GN174139";"GENx EDM - OP50";"Current EDM CT500F";0.029411765;"2383M53P09";"50";6120;90;10;2016;"2016-03-07 00:00:00";"2016-03-13 00:00:00";530;6;0
"GNV";"GNSC";"GN174140";"GENx EDM - OP50";"Current EDM CT500F";0.029411765;"2383M53P08";"50";6120;90;42;2016;"2016-10-17 00:00:00";"2016-10-23 00:00:00";662;8;0
"GNV";"GNSC";"GN174140";"GENx EDM - OP50";"Current EDM CT500F";0.029411765;"2383M53P09";"50";6120;90;42;2016;"2016-10-17 00:00:00";"2016-10-23 00:00:00";96;8;0
"GNV";"GNSC";"GN173422";"GE90 Grind";"BLOHM GRINDER";1;"2084M61P09";"25";6120;8.16;42;2016;"2016-10-17 00:00:00";"2016-10-23 00:00:00";1054;28;0
"GNV";"GNSC";"GN174140";"GENx EDM - OP50";"Current EDM CT500F";0.029411765;"2383M53P09";"50";6120;90;10;2016;"2016-03-07 00:00:00";"2016-03-13 00:00:00";530;6;7
"GNV";"GNSC";"GN174140";"GENx EDM - OP50";"Current EDM CT500F";0.029411765;"2383M53P08";"50";6120;90;10;2016;"2016-03-07 00:00:00";"2016-03-13 00:00:00";496;0;7
"GNV";"GNSC";"GN170903";"M91 Grind";"BLOHM GRINDER";0.33;"2403M91P05";"25";6120;4.6;42;2016;"2016-10-17 00:00:00";"2016-10-23 00:00:00";440;0;0
"GNV";"GNSC";"GN170903";"M91 Grind";"BLOHM GRINDER";1;"2403M91P05";"25";6120;4.6;42;2016;"2016-10-17 00:00:00";"2016-10-23 00:00:00";440;0;0
"GNV";"GNSC";"GN172263";"GENx EDM - OP50";"Current EDM CT500F";0.029411765;"2383M53P08";"50";6120;90;42;2016;"2016-10-17 00:00:00";"2016-10-23 00:00:00";662;8;0
"GNV";"GNSC";"GN172263";"GENx EDM - OP50";"Current EDM CT500F";0.029411765;"2383M53P09";"50";6120;90;42;2016;"2016-10-17 00:00:00";"2016-10-23 00:00:00";96;8;0
"GNV";"GNSC";"GN172263";"GENx EDM - OP50";"Current EDM CT500F";0.029411765;"2383M53P09";"50";6120;90;10;2016;"2016-03-07 00:00:00";"2016-03-13 00:00:00";530;6;114
"GNV";"GNSC";"GN172263";"GENx EDM - OP50";"Current EDM CT500F";0.029411765;"2383M53P08";"50";6120;90;10;2016;"2016-03-07 00:00:00";"2016-03-13 00:00:00";496;0;114
"GNV";"GNSC";"GN172265";"GENx EDM - OP50";"Current EDM CT500F";0.029411765;"2383M53P09";"50";6120;90;10;2016;"2016-03-07 00:00:00";"2016-03-13 00:00:00";530;6;30
"GNV";"GNSC";"GN172265";"GENx EDM - OP50";"Current EDM CT500F";0.029411765;"2383M53P08";"50";6120;90;10;2016;"2016-03-07 00:00:00";"2016-03-13 00:00:00";496;0;30
"GNV";"GNSC";"GN172265";"GENx EDM - OP50";"Current EDM CT500F";0.029411765;"2383M53P08";"50";6120;90;42;2016;"2016-10-17 00:00:00";"2016-10-23 00:00:00";662;8;30
"GNV";"GNSC";"GN172265";"GENx EDM - OP50";"Current EDM CT500F";0.029411765;"2383M53P09";"50";6120;90;42;2016;"2016-10-17 00:00:00";"2016-10-23 00:00:00";96;8;30
"GNV";"GNSC";"GN171711";"GENx EDM - OP50";"Current EDM CT500F";0.029411765;"2383M53P08";"50";6120;90;10;2016;"2016-03-07 00:00:00";"2016-03-13 00:00:00";496;0;0
"GNV";"GNSC";"GN171711";"GENx EDM - OP50";"Current EDM CT500F";0.029411765;"2383M53P09";"50";6120;90;10;2016;"2016-03-07 00:00:00";"2016-03-13 00:00:00";530;6;0
"GNV";"GNSC";"GN171711";"GENx EDM - OP50";"Current EDM CT500F";0.029411765;"2383M53P09";"50";6120;90;42;2016;"2016-10-17 00:00:00";"2016-10-23 00:00:00";96;8;20
"GNV";"GNSC";"GN171711";"GENx EDM - OP50";"Current EDM CT500F";0.029411765;"2383M53P08";"50";6120;90;42;2016;"2016-10-17 00:00:00";"2016-10-23 00:00:00";662;8;20
"GNV";"GNSC";"GN172659";"GENx EDM - OP50";"Current EDM CT500F";0.029411765;"2383M53P09";"50";6120;90;10;2016;"2016-03-07 00:00:00";"2016-03-13 00:00:00";530;6;25
"GNV";"GNSC";"GN172659";"GENx EDM - OP50";"Current EDM CT500F";0.029411765;"2383M53P08";"50";6120;90;10;2016;"2016-03-07 00:00:00";"2016-03-13 00:00:00";496;0;25
"GNV";"GNSC";"GN172659";"GENx EDM - OP50";"Current EDM CT500F";0.029411765;"2383M53P08";"50";6120;90;47;2016;"2016-11-21 00:00:00";"2016-11-27 00:00:00";612;0;0
"GNV";"GNSC";"GN172659";"GENx EDM - OP50";"Current EDM CT500F";0.029411765;"2383M53P09";"50";6120;90;47;2016;"2016-11-21 00:00:00";"2016-11-27 00:00:00";84;0;0
"GNV";"GNSC";"GN171710";"GENx EDM - OP50";"Current EDM CT500F";0.029411765;"2383M53P08";"50";6120;90;15;2016;"2016-04-11 00:00:00";"2016-04-17 00:00:00";616;0;0
"GNV";"GNSC";"GN171710";"GENx EDM - OP50";"Current EDM CT500F";0.029411765;"2383M53P09";"50";6120;90;15;2016;"2016-04-11 00:00:00";"2016-04-17 00:00:00";168;4;0
"GNV";"GNSC";"GN171710";"GENx EDM - OP50";"Current EDM CT500F";0.029411765;"2383M53P09";"50";6120;90;47;2016;"2016-11-21 00:00:00";"2016-11-27 00:00:00";84;0;0
"GNV";"GNSC";"GN171710";"GENx EDM - OP50";"Current EDM CT500F";0.029411765;"2383M53P08";"50";6120;90;47;2016;"2016-11-21 00:00:00";"2016-11-27 00:00:00";612;0;0
"GNV";"GNSC";"GN174138";"GENx EDM - OP50";"Current EDM CT500F";0.029411765;"2383M53P08";"50";6120;90;47;2016;"2016-11-21 00:00:00";"2016-11-27 00:00:00";612;0;0
"GNV";"GNSC";"GN174138";"GENx EDM - OP50";"Current EDM CT500F";0.029411765;"2383M53P09";"50";6120;90;47;2016;"2016-11-21 00:00:00";"2016-11-27 00:00:00";84;0;0
"GNV";"GNSC";"GN174138";"GENx EDM - OP50";"Current EDM CT500F";0.029411765;"2383M53P09";"50";6120;90;15;2016;"2016-04-11 00:00:00";"2016-04-17 00:00:00";168;4;0
"GNV";"GNSC";"GN174138";"GENx EDM - OP50";"Current EDM CT500F";0.029411765;"2383M53P08";"50";6120;90;15;2016;"2016-04-11 00:00:00";"2016-04-17 00:00:00";616;0;0
"GNV";"GNSC";"GN172266";"GENx EDM - OP50";"Current EDM CT500F";0.029411765;"2383M53P09";"50";6120;90;15;2016;"2016-04-11 00:00:00";"2016-04-17 00:00:00";168;4;0
"GNV";"GNSC";"GN172266";"GENx EDM - OP50";"Current EDM CT500F";0.029411765;"2383M53P08";"50";6120;90;15;2016;"2016-04-11 00:00:00";"2016-04-17 00:00:00";616;0;0
"GNV";"GNSC";"GN172266";"GENx EDM - OP50";"Current EDM CT500F";0.029411765;"2383M53P08";"50";6120;90;47;2016;"2016-11-21 00:00:00";"2016-11-27 00:00:00";612;0;49
"GNV";"GNSC";"GN172266";"GENx EDM - OP50";"Current EDM CT500F";0.029411765;"2383M53P09";"50";6120;90;47;2016;"2016-11-21 00:00:00";"2016-11-27 00:00:00";84;0;49
"GNV";"GNSC";"GN171713";"GENx EDM - OP50";"Current EDM CT500F";0.029411765;"2383M53P09";"50";6120;90;15;2016;"2016-04-11 00:00:00";"2016-04-17 00:00:00";168;4;0
"GNV";"GNSC";"GN171713";"GENx EDM - OP50";"Current EDM CT500F";0.029411765;"2383M53P08";"50";6120;90;15;2016;"2016-04-11 00:00:00";"2016-04-17 00:00:00";616;0;0
"GNV";"GNSC";"GN171713";"GENx EDM - OP50";"Current EDM CT500F";0.029411765;"2383M53P08";"50";6120;90;47;2016;"2016-11-21 00:00:00";"2016-11-27 00:00:00";612;0;0
"GNV";"GNSC";"GN171713";"GENx EDM - OP50";"Current EDM CT500F";0.029411765;"2383M53P09";"50";6120;90;47;2016;"2016-11-21 00:00:00";"2016-11-27 00:00:00";84;0;0
"GNV";"GNSC";"GN174134";"GENx EDM - OP50";"Current EDM CT500F";0.029411765;"2383M53P09";"50";6120;90;15;2016;"2016-04-11 00:00:00";"2016-04-17 00:00:00";168;4;0
"GNV";"GNSC";"GN174134";"GENx EDM - OP50";"Current EDM CT500F";0.029411765;"2383M53P08";"50";6120;90;15;2016;"2016-04-11 00:00:00";"2016-04-17 00:00:00";616;0;0
"GNV";"GNSC";"GN174134";"GENx EDM - OP50";"Current EDM CT500F";0.029411765;"2383M53P09";"50";6120;90;47;2016;"2016-11-21 00:00:00";"2016-11-27 00:00:00";84;0;0
"GNV";"GNSC";"GN174134";"GENx EDM - OP50";"Current EDM CT500F";0.029411765;"2383M53P08";"50";6120;90;47;2016;"2016-11-21 00:00:00";"2016-11-27 00:00:00";612;0;0
"GNV";"GNSC";"GN171017";"M96 Grind";"WASTE WATER  SUMP ( waterflow sink GN172301)";1;"2100M96P05";"150";6120;5;47;2016;"2016-11-21 00:00:00";"2016-11-27 00:00:00";3996;12;0
"GNV";"GNSC";"GN171017";"M96 Grind";"WASTE WATER  SUMP ( waterflow sink GN172301)";1;"2100M96P05";"150";6120;5;15;2016;"2016-04-11 00:00:00";"2016-04-17 00:00:00";7808;8;0
"GNV";"GNSC";"GN171715";"GENx EDM - OP50";"Current EDM CT500F";0.029411765;"2383M53P09";"50";6120;90;15;2016;"2016-04-11 00:00:00";"2016-04-17 00:00:00";168;4;0
"GNV";"GNSC";"GN171715";"GENx EDM - OP50";"Current EDM CT500F";0.029411765;"2383M53P08";"50";6120;90;15;2016;"2016-04-11 00:00:00";"2016-04-17 00:00:00";616;0;0
"GNV";"GNSC";"GN171715";"GENx EDM - OP50";"Current EDM CT500F";0.029411765;"2383M53P08";"50";6120;90;47;2016;"2016-11-21 00:00:00";"2016-11-27 00:00:00";612;0;0
"GNV";"GNSC";"GN171715";"GENx EDM - OP50";"Current EDM CT500F";0.029411765;"2383M53P09";"50";6120;90;47;2016;"2016-11-21 00:00:00";"2016-11-27 00:00:00";84;0;0
"GNV";"GNSC";"GN171052";"GENx EDM - OP50";"Current EDM CT500F";0.029411765;"2383M53P09";"50";6120;90;47;2016;"2016-11-21 00:00:00";"2016-11-27 00:00:00";84;0;0
"GNV";"GNSC";"GN171052";"GENx EDM - OP50";"Current EDM CT500F";0.029411765;"2383M53P08";"50";6120;90;47;2016;"2016-11-21 00:00:00";"2016-11-27 00:00:00";612;0;0
"GNV";"GNSC";"GN171052";"GENx EDM - OP50";"Current EDM CT500F";0.029411765;"2383M53P09";"50";6120;90;15;2016;"2016-04-11 00:00:00";"2016-04-17 00:00:00";168;4;84
"GNV";"GNSC";"GN174136";"GENx EDM - OP50";"Current EDM CT500F";0.029411765;"2383M53P08";"50";6120;90;47;2016;"2016-11-21 00:00:00";"2016-11-27 00:00:00";612;0;0
"GNV";"GNSC";"GN174136";"GENx EDM - OP50";"Current EDM CT500F";0.029411765;"2383M53P09";"50";6120;90;47;2016;"2016-11-21 00:00:00";"2016-11-27 00:00:00";84;0;0
"GNV";"GNSC";"GN171052";"GENx EDM - OP50";"Current EDM CT500F";0.029411765;"2383M53P08";"50";6120;90;15;2016;"2016-04-11 00:00:00";"2016-04-17 00:00:00";616;0;84
"GNV";"GNSC";"GN174136";"GENx EDM - OP50";"Current EDM CT500F";0.029411765;"2383M53P09";"50";6120;90;15;2016;"2016-04-11 00:00:00";"2016-04-17 00:00:00";168;4;0
"GNV";"GNSC";"GN174136";"GENx EDM - OP50";"Current EDM CT500F";0.029411765;"2383M53P08";"50";6120;90;15;2016;"2016-04-11 00:00:00";"2016-04-17 00:00:00";616;0;0
"GNV";"GNSC";"GN172663";"GENx EDM - OP50";"Current EDM CT500F";0.029411765;"2383M53P08";"50";6120;90;15;2016;"2016-04-11 00:00:00";"2016-04-17 00:00:00";616;0;0
"GNV";"GNSC";"GN172663";"GENx EDM - OP50";"Current EDM CT500F";0.029411765;"2383M53P09";"50";6120;90;15;2016;"2016-04-11 00:00:00";"2016-04-17 00:00:00";168;4;0
"GNV";"GNSC";"GN172663";"GENx EDM - OP50";"Current EDM CT500F";0.029411765;"2383M53P09";"50";6120;90;47;2016;"2016-11-21 00:00:00";"2016-11-27 00:00:00";84;0;45
"GNV";"GNSC";"GN172663";"GENx EDM - OP50";"Current EDM CT500F";0.029411765;"2383M53P08";"50";6120;90;47;2016;"2016-11-21 00:00:00";"2016-11-27 00:00:00";612;0;45
"GNV";"GNSC";"GN174092";"GENx EDM - OP50";"Current EDM CT500F";0.029411765;"2383M53P09";"50";6120;90;15;2016;"2016-04-11 00:00:00";"2016-04-17 00:00:00";168;4;0
"GNV";"GNSC";"GN174092";"GENx EDM - OP50";"Current EDM CT500F";0.029411765;"2383M53P08";"50";6120;90;15;2016;"2016-04-11 00:00:00";"2016-04-17 00:00:00";616;0;0
"GNV";"GNSC";"GN174092";"GENx EDM - OP50";"Current EDM CT500F";0.029411765;"2383M53P09";"50";6120;90;47;2016;"2016-11-21 00:00:00";"2016-11-27 00:00:00";84;0;0
"GNV";"GNSC";"GN174092";"GENx EDM - OP50";"Current EDM CT500F";0.029411765;"2383M53P08";"50";6120;90;47;2016;"2016-11-21 00:00:00";"2016-11-27 00:00:00";612;0;0
"GNV";"GNSC";"GN171695";"GENx EDM - OP50";"Current EDM CT500F";0.029411765;"2383M53P09";"50";6120;90;15;2016;"2016-04-11 00:00:00";"2016-04-17 00:00:00";168;4;0
"GNV";"GNSC";"GN171695";"GENx EDM - OP50";"Current EDM CT500F";0.029411765;"2383M53P08";"50";6120;90;15;2016;"2016-04-11 00:00:00";"2016-04-17 00:00:00";616;0;0
